title,property_type,city,country,detail,amenities,date,day,month,price,rating,review
"Apartment in Melaka, Malaysia",,,US,B1933B/5 min drive to Jonker/Seaview/Imperio/4 pax,,Jun 18 - 24,18,6,24.0,4.69,
"Villa in Phu Quoc, Vietnam",,,US,H&B Villas Phu Quoc - 3 Bedrooms,,Jun 1 - 6,1,6,252.0,5.0,
"Condo in Pasig, Philippines",,,US,A Chic and Cozy 2Br Unit w/ Netflix and Disney+,,Jun 4 - 9,4,6,34.0,4.94,
"Loft in George Town, Malaysia",,,US,Coastline Seaview Duplex Level 19 Executive Floor,,Jun 4 - 9,4,6,87.0,4.92,
"Cabin in Tambon Ko Pha-ngan, Thailand",,,US,"BOHO CABIN, Hin Kong Beachfront, West Coast.","Ocean front, Air conditioning",Jul 7 - 12,7,7,132.0,4.98,
"Apartment in Tambon Kamala, Thailand",,,US,(A)Charming Pool Access One Bedroom Apartment,"Pool, Air conditioning",Jun 3 - 8,3,6,65.0,4.82,
"Condo in Pasay, Philippines",,,US,"One Bedroom Condo in Roxas Boulevard, Pasay City",,Jun 7 - 12,7,6,30.0,4.77,
"Villa in Seririt, Indonesia",,,US,Wake up to the Sea of Bali: Beachfront luxury plus,"Ocean front, Air conditioning",Oct 10 - 16,10,10,194.0,5.0,
"Cabin in Lazi, Philippines",,,US,Enchanted River cabin w/private garden and kitchen,Kitchen,Aug 19 - 24,19,8,51.0,4.85,
"Condo in Cebu City, Philippines",,,US,Cozy City Condo at Horizons 101 [ W/ WIFI ].,Wi-Fi,Jun 5 - 10,5,6,26.0,4.44,
"Apartment in Tambon Patong, Thailand",,,US,SUNSET SEAVIEW DELUXE PATONG - POOL+TERRACE,"Pool, Air conditioning",Jun 25 - 30,25,6,64.0,4.8,
"Apartment in Tambon Rawai, Thailand",,,US,Appartment 140 sqm 6 people big terrace sea view,"Ocean view, Air conditioning",Jun 14 - 19,14,6,111.0,4.91,
"Condo in Chiang Mai, Thailand",,,US,Cozy room 48.5 sq.m @The Astra near Night market,,Jun 7 - 12,7,6,45.0,4.89,
"Apartment in Kuala Lumpur, Malaysia",,,US,EXPRESSIONZ-1Bedroom-Junior-Suite-KLCC-Sky-Pool,Pool,Jun 1 - 6,1,6,53.0,4.78,
"Loft in George Town, Malaysia",,,US,Coastline Seaview Duplex Level 19 Executive Floor,,Jun 4 - 9,4,6,87.0,4.92,
"Hotel in Nha Trang, Vietnam",,,US,VENUE HOTEL-20% Superior City NiceWindow#Good Rate,,Jun 4 - 9,4,6,17.0,4.35,
"Farm stay in Gianyar, Indonesia",,,US,"Bebalilodge, one bedroom house with private pool",Pool,Oct 30 - Nov 4,30,,76.0,4.97,
"Cabin in Tambon Ko Pha-ngan, Thailand",,,US,"BOHO CABIN, Hin Kong Beachfront, West Coast.","Ocean front, Air conditioning",Jul 7 - 12,7,7,132.0,4.98,
"Apartment in Tambon Kamala, Thailand",,,US,(A)Charming Pool Access One Bedroom Apartment,"Pool, Air conditioning",Jun 3 - 8,3,6,65.0,4.82,
"Villa in Seririt, Indonesia",,,US,Wake up to the Sea of Bali: Beachfront luxury plus,"Ocean front, Air conditioning",Oct 10 - 16,10,10,194.0,5.0,
"Cabin in Lazi, Philippines",,,US,Enchanted River cabin w/private garden and kitchen,Kitchen,Aug 19 - 24,19,8,51.0,4.85,
"Condo in Tambon Thep Krasatti, Thailand",,,US,2 Bedrooms Beachfront on Maikhao Beach B#7F,"Ocean front, Air conditioning",Jun 1 - 6,1,6,90.0,4.6,
"Apartment in Tambon Hua Hin, Thailand",,,US,La Casita Hua Hin 2,,Jun 22 - 27,22,6,32.0,4.75,
"Room in Tebet, Indonesia",,,US,The LOJI @ Patra Kuningan # 3,,Jun 30 - Jul 5,30,,24.0,4.83,
"Condo in Cebu City, Philippines",,,US,Cozy Studio across Ayala Mall iT Park 1min walk,Air conditioning,Jul 20 - 25,20,7,26.0,4.78,
"Bungalow in Ko Samui, Thailand",,,US,B4: Sea Breeze Bungalow with Ensuite and AC,Air conditioning,Jun 14 - 19,14,6,33.0,4.82,
"Villa in Pemuteran, Indonesia",,,US,"Villa Arun, Sumberkima Hill",,Aug 21 - 26,21,8,262.0,4.88,
"Apartment in Quận 4, Vietnam",,,US,DANNY’s HIGH VIEW STUDIO near District1 Ben Thanh!,,Jun 3 - 8,3,6,44.0,4.78,
"Apartment in Kuala Lumpur, Malaysia",,,US,Premier Lux Studio Large Tv Free Netflix | City,,Jun 1 - 8,1,6,62.0,4.9,
"Cabin in Tambon Ko Pha-ngan, Thailand",,,US,"BOHO CABIN, Hin Kong Beachfront, West Coast.","Ocean front, Air conditioning",Jul 7 - 12,7,7,132.0,4.98,
"Condo in Johor Bahru, Malaysia",,,US,【R&F】Studio of Dual-Key Homely Getaway byⓗⓢ,,Jun 4 - 9,4,6,44.0,4.78,
"Apartment in Bangkok , Thailand",,,US,"Luxury Q Chidlom Condo, BTS ChitLom, Siam,",,Jun 1 - 8,1,6,90.0,4.79,
"Apartment in Tambon Kamala, Thailand",,,US,(A)Charming Pool Access One Bedroom Apartment,"Pool, Air conditioning",Jun 3 - 8,3,6,65.0,4.82,
"Apartment in Muang Pattaya, Thailand",,,US,#18 2022 Newest! Downtown Lux Fun Sea View Condo,Ocean view,Jun 1 - 6,1,6,63.0,5.0,
"Condo in Melaka, Malaysia",,,US,B2733/Seaview/5mins to Jonker/Imperio/Studio/4pax,,Jun 4 - 10,4,6,30.0,4.71,
"Condo in Cyberjaya, Malaysia",,,US,Kanvas Soho / KLIA / FREE WIFI 500mbps,Wi-Fi,Jun 4 - 9,4,6,24.0,4.8,
"Loft in Jelutong, Malaysia",,,US,#Maritime*3*The Rhythm of the Sea @ 日出无敌全海景,,Jun 30 - Jul 5,30,,98.0,4.56,
"Villa in Phuket, Thailand",,,US,Waterfront Traditional Thai Style Pool Villa (V7),Pool,Jun 1 - 6,1,6,41.0,4.71,
"Apartment in Pasay, Philippines",,,US,Comfy-Cozy-Cheap @ NAIA 3 near RW w/ NETFLIX,,Jul 25 - 30,25,7,33.0,4.86,
"Condo in Manila, Philippines",,,US,[50mbps+NETFLIX] Your home in the heart of Manila,,Jun 1 - 6,1,6,28.0,4.73,
"Room in Khet Din Daeng, Thailand",,,US,Comfy Room with Bathroom near MRT Phra Ram 9,,Aug 14 - 19,14,8,30.0,4.99,
"Apartment in Patong, Thailand",,,US,"Endless Patong Ocean View from a Hilltop Condominium, Phuket",Ocean view,Jun 1 - 8,1,6,56.0,4.95,
"Villa in Uluwatu, Indonesia",,,US,"Spectacular Ocean View Villa in Uluwatu, Bali","Ocean view, Air conditioning",Jun 14 - 19,14,6,673.0,4.94,
"Room in Kecamatan Ubud, Indonesia",,,US,"Exclusive Villa, for Couples Looking To Relax",,Sep 4 - 9,4,9,149.0,4.85,
"Apartment in Tambon Patong, Thailand",,,US,1 BR Phuket Modern Luxury Living,,Jun 6 - 11,6,6,44.0,4.68,
"Apartment in Shah Alam, Malaysia",,,US,*SETIA ALAM* Big Luxury Comfort Homestay #Trefoil,,Jun 7 - 12,7,6,30.0,4.87,
"Room in Ubud, Indonesia",,,US,Luxury Villa in Ubud,,Jun 10 - 15,10,6,65.0,4.91,
"Resort in Langkawi, Malaysia",,,US,"S101 Beachfront Private Villa,
A Resort by the Sea","Ocean front, Air conditioning",Jun 4 - 9,4,6,49.0,4.75,
"Apartment in Kuala Lumpur, Malaysia",,,US,Admire Deluxe Marble Walls at a Highrise Resort Home,,Jun 2 - 7,2,6,85.0,4.85,
"Condo in Melaka, Malaysia",,,US,B1706/5 mins drive to Jonker/Imperio/Studio/4pax,,Jun 1 - 7,1,6,29.0,4.79,
"Room in Kecamatan Ubud, Indonesia",,,US,Odesa Villa1 Ubud close to center,,Jun 11 - 16,11,6,29.0,5.0,
"Hotel room in Ubud, Indonesia",,,US,"Malay villa, Best views in Ubud!",,Jun 8 - 13,8,6,167.0,4.77,
"Room in Khlong Ton Sai, Khlong San, Thailand",,,US,*Hidden Oasis Bangkok 1 | Near ICONSIAM,,Jul 2 - 7,2,7,28.0,4.86,
"Home in Tambon Bo Put, Thailand",,,US,Directly on the beach-for animal lovers only,Air conditioning,Jun 1 - 6,1,6,144.0,5.0,
"Place to stay in Kamala, Thailand",,,US,"Maphrao in Kamala, accommodation on the beach",Air conditioning,Jun 3 - 10,3,6,49.0,4.89,
"Room in El Nido, Philippines",,,US,A Divers Home: beachfront room with sunset view,"Ocean front, Air conditioning",Jun 26 - Jul 2,26,,34.0,4.89,
Tiny home in Millersburg,Tiny home,Millersburg,US,Forest Haven - Otium,,May 1 - 6,1,5,224.0,4.85,
Treehouse in Crane Hill,Treehouse,Crane Hill,US,WANDERLUST TREEHOUSE Book an experience!,,May 1 - 6,1,5,402.0,4.99,
Home in Telluride,Home,Telluride,US,Architectural Masterpiece | Best View in Telluride,,May 1 - 6,1,5,732.0,4.97,
Cabin in West Farmington,Cabin,West Farmington,US,The Triangle: A-Frame Cabin for your city retreat,,May 1 - 6,1,5,123.0,4.91,
Cabin in Crosby,Cabin,Crosby,US,Cozy Louise Cabin - Direct Cuyuna MTB Access/Sauna,Air conditioning,May 1 - 6,1,5,225.0,5.0,
Cabin in Hancock,Cabin,Hancock,US,A-frame cabin by the bay with kayak!,,May 1 - 6,1,5,230.0,4.88,
Tiny home in Sandy Valley,Tiny home,Sandy Valley,US,Peacock Tiny House near Las Vegas,Air conditioning,May 1 - 6,1,5,155.0,4.92,
Cabin in Fredericksburg,Cabin,Fredericksburg,US,Peach Log Cabin/Hot Tub/Romantic/Close to Town!,"Jacuzzi, Air conditioning",May 1 - 6,1,5,292.0,4.97,
Room in New York,Room,New York,US,Guest room available short stays,,May 1 - 6,1,5,217.0,5.0,
Cabin in Fredonia,Cabin,Fredonia,US,"Tiny House Cozy Cabin by Zion, Grand Canyon, Bryce",,May 1 - 6,1,5,188.0,5.0,
Treehouse in Dahlonega,Treehouse,Dahlonega,US,Nature’s Nook- A Modern Treehouse Near Wineries,,May 1 - 6,1,5,336.0,4.94,
Farm stay in Sandy Valley,Farm stay,Sandy Valley,US,Conestoga Wagon on Dude Ranch NEAR LAS VEGAS,,May 1 - 6,1,5,147.0,4.86,
Treehouse in Travelers Rest,Treehouse,Travelers Rest,US,The Forestry House - A modern luxury treehouse.,,May 1 - 6,1,5,305.0,,
Treehouse in Fernwood,Treehouse,Fernwood,US,Crystal Peak Lookout 🌲,,May 5 - 10,5,5,230.0,4.88,
Cabin in Packwood,Cabin,Packwood,US,Heartwood Cabin at Mt. Rainier,,May 1 - 6,1,5,354.0,4.98,
Cabin in Nashville,Cabin,Nashville,US,Modern Nashville Home in the Woods,,May 5 - 10,5,5,278.0,4.99,
Treehouse in Fredericksburg,Treehouse,Fredericksburg,US,The Leaf Treehouse,,May 1 - 6,1,5,641.0,4.99,
Cabin in Bryson City,Cabin,Bryson City,US,Secluded View! A-Frame Hot Tub and Fire Pit,Jacuzzi,May 1 - 6,1,5,361.0,4.95,
Cabin in Branson,Cabin,Branson,US,Lakefront A-Frame Cabin on Table Rock Lake,,May 1 - 6,1,5,129.0,4.86,
Home in Livingston,Home,Livingston,US,The Cargill-Earl Guesthouse at Erik's Ranch,,May 1 - 6,1,5,426.0,4.88,
Home in Taos,Home,Taos,US,Taos Mesa Studio Earthship,,May 1 - 6,1,5,194.0,4.91,
Place to stay in Shippensburg,Place to stay,Shippensburg,US,A- Frame Cabin,,May 1 - 6,1,5,273.0,5.0,
Home in Scottsdale,Home,Scottsdale,US,Diamond Desert Escape,,May 3 - 8,3,5,384.0,4.97,
Cabin in Ronan,Cabin,Ronan,US,Calowahcan Cabin *NEW hot tub*,Jacuzzi,May 1 - 6,1,5,213.0,5.0,
Home in Fairlee,Home,Fairlee,US,Cozy Bow House Perched in Trees w/ Hot Tub & View,Jacuzzi,May 1 - 6,1,5,244.0,4.95,
Yurt in Rising Fawn,Yurt,Rising Fawn,US,Cherry Blossom Yurt on Lookout Mountain,,May 1 - 6,1,5,157.0,4.97,
Cabin in Boone,Cabin,Boone,US,Storybook A-Frame Cabin in the Woods Close to Downtown Boone,,May 1 - 6,1,5,218.0,4.99,
Cabin in Urbana,Cabin,Urbana,US,The Cabin at Maple View - Accepting Reservations,Air conditioning,May 1 - 6,1,5,123.0,4.99,
Cabin in Martin City,Cabin,Martin City,US,Romantic Cabin - 9 miles to Glacier National Park,Air conditioning,May 1 - 6,1,5,171.0,4.91,
Home in Austin,Home,Austin,US,Enjoy the Heated Pool at a Beautifully Designed Getaway,Pool,May 1 - 6,1,5,213.0,4.96,
Cabin in Livingston,Cabin,Livingston,US,10-Acre Yellowstone Cabin w/Stunning Mtn View,Air conditioning,May 1 - 6,1,5,222.0,4.93,
Condo in Avalon,Condo,Avalon,US,"The Big Blue, 1 BR+Den!",,May 1 - 6,1,5,597.0,4.79,
Tent in Moab,Tent,Moab,US,Moab Glamping Luxury Tent for 2,,May 1 - 6,1,5,254.0,4.92,
Home in Destin,Home,Destin,US,Villa Loggia! 5min walk to Prvt Beach/pool/SmartTV,"Pool, Air conditioning",May 6 - 11,6,5,417.0,4.94,
Cabin in Crivitz,Cabin,Crivitz,US,"Scenic, Serene Lakefront Cabin — Wood Stove",,May 1 - 6,1,5,149.0,4.99,
Tiny home in Lakeside,Tiny home,Lakeside,US,The Stillwater at Stoner Creek Cabins,,May 1 - 6,1,5,178.0,5.0,
Home in Half Moon Bay,Home,Half Moon Bay,US,A little piece of heaven...,,May 1 - 6,1,5,950.0,4.88,
Home in Henderson,Home,Henderson,US,Beautiful pool home near strip,Pool,May 1 - 6,1,5,252.0,5.0,
Condo in Orange Beach,Condo,Orange Beach,US,Totally Beachin - Condo with Stunning Ocean Views,"Ocean view, Air conditioning",May 1 - 6,1,5,287.0,4.69,
Cabin in Clyde,Cabin,Clyde,US,Moonlit Chalet,,May 1 - 6,1,5,175.0,4.87,
Home in Wilmington,Home,Wilmington,US,Atlantic Coast Dome Home Across from Sound w/ View,Air conditioning,May 19 - 24,19,5,244.0,4.96,
Home in Cape Coral,Home,Cape Coral,US,Welcome to our Modern Cape Escape with Heated Pool,Pool,May 1 - 6,1,5,233.0,4.96,
Vacation home in Klamath Falls,Vacation home,Klamath Falls,US,The 'Easy A' Cabin in Rocky Point,,May 1 - 6,1,5,202.0,4.82,
Condo in Daytona Beach,Condo,Daytona Beach,US,Luxury One Bedroom Condo with private balcony,,May 1 - 6,1,5,123.0,4.9,
Home in St. Augustine,Home,St. Augustine,US,"""Swan Ocean"" Beach House on Vilano Beach",Air conditioning,May 1 - 6,1,5,955.0,4.88,
Condo in New Smyrna Beach,Condo,New Smyrna Beach,US,Coastal Waters 214-2nd floor ocean view condo,Ocean view,May 1 - 6,1,5,168.0,4.47,
Home in Eustis,Home,Eustis,US,Lake House Minutes to Downtown Mt. Dora and Eustis,,May 1 - 6,1,5,173.0,4.99,
Tiny home in White Pigeon,Tiny home,White Pigeon,US,Circle J Bed & Breakfast,,May 1 - 6,1,5,92.0,4.97,
Cabin in Cripple Creek,Cabin,Cripple Creek,US,"Hillside Cripple Creek Cabin w/Hot Tub, Mtn Views!",Jacuzzi,May 1 - 6,1,5,196.0,4.93,
Cabin in Moab,Cabin,Moab,US,Basic Cabin #1 - Sleeps 4 - OK-C1,,May 6 - 11,6,5,125.0,4.86,
Home in Petersburg,Home,Petersburg,US,ONLY 1.5 Miles from the Creation Museum!,,May 1 - 6,1,5,124.0,4.89,
Home in Twentynine Palms,Home,Twentynine Palms,US,"Blue Oasis | King Bed | Feel Far, Be Close Dogs ok",,May 1 - 6,1,5,155.0,4.94,
Room in McKinney,Room,McKinney,US,Garden Gate Getaway,,May 1 - 6,1,5,53.0,4.88,
Home in El Prado,Home,El Prado,US,"Taos Skybox ""Stargazer"" High Desert Retreat",,May 1 - 6,1,5,184.0,4.93,
Treehouse in Sevierville,Treehouse,Sevierville,US,"The best in tiny living!
TreehouseTopia",,May 1 - 6,1,5,229.0,4.87,
Home in Fort Myers,Home,Fort Myers,US,*Unique Pyramid Home for an amazing vacation,Air conditioning,May 1 - 6,1,5,231.0,4.93,
Cottage in Los Angeles,Cottage,Los Angeles,US,Private Modern Guesthouse near Mulholland Drive,,May 1 - 6,1,5,151.0,4.93,
Home in Summertown,Home,Summertown,US,Water side Cozy cabin,,May 1 - 6,1,5,98.0,4.91,
Cabin in Florissant,Cabin,Florissant,US,NEW! One-of-a-Kind Luxury Cabin w/Hot Tub,Jacuzzi,May 1 - 6,1,5,358.0,5.0,
Guesthouse in Escondido,Guesthouse,Escondido,US,Hilltop cabin retreat with lake & mountain views,,May 1 - 6,1,5,188.0,4.93,
Townhouse in Kissimmee,Townhouse,Kissimmee,US,Brand New 3 beds at Solara Resort,,May 1 - 6,1,5,155.0,4.83,
Cabin in Gold Bar,Cabin,Gold Bar,US,New lux cabin w/mount index view,,May 1 - 6,1,5,276.0,4.86,
Treehouse in Watsonville,Treehouse,Watsonville,US,Redwood Treehouse Santa Cruz Mtns.,,May 5 - 10,5,5,190.0,4.89,
Condo in Kissimmee,Condo,Kissimmee,US,Mickey Mouse Themed Getaway next to Disney 1,,May 1 - 6,1,5,115.0,4.84,
Home in Ellington,Home,Ellington,US,Crystal Lake House,,May 1 - 6,1,5,155.0,5.0,
Home in Orlando,Home,Orlando,US,The Orlando Retreat.,,May 1 - 6,1,5,230.0,4.95,
Farm stay in Lebec,Farm stay,Lebec,US,The Alpaca (A Lone Juniper Ranch Cabin),Air conditioning,May 1 - 6,1,5,124.0,4.92,
Cabin in Newry,Cabin,Newry,US,Cozy Cabin on Sunday River ~,,May 1 - 6,1,5,202.0,4.93,
Tiny home in Greer,Tiny home,Greer,US,*BRAND NEW* Tiny Village Retreat,,May 1 - 6,1,5,90.0,5.0,
Cabin in Pine Ridge,Cabin,Pine Ridge,US,Cliffside Romantic Retreat LOVE,,May 1 - 6,1,5,321.0,5.0,
Tiny home in Greer,Tiny home,Greer,US,Modern Cabin Tiny Retreat,,May 1 - 6,1,5,90.0,4.98,
Cabin in Groton,Cabin,Groton,US,Peaceful Log Cabin in the Woods,Air conditioning,May 3 - 8,3,5,122.0,4.99,
Cabin in Ellijay,Cabin,Ellijay,US,Cozy Creek Cabin-couples retreat nestled in woods,,May 1 - 6,1,5,184.0,4.98,
Apartment in Orlando,Apartment,Orlando,US,Cozy Studio close to Universal,,May 1 - 6,1,5,82.0,4.2,
Cabin in Blue Ridge,Cabin,Blue Ridge,US,Beaver Bungalow - Long Range Mountain Views,,May 1 - 6,1,5,163.0,4.96,
Condo in Destin,Condo,Destin,US,"Sea Squirrel, Beach views in Crystal Beach",Air conditioning,May 1 - 6,1,5,246.0,4.78,
Tiny home in Hillsboro,Tiny home,Hillsboro,US,Out of Bounds: Tiny Cabin amongst acres of trees,Air conditioning,May 1 - 6,1,5,170.0,4.95,
Apartment in Orlando,Apartment,Orlando,US,Newly remodeled! Condo in Center of All The Action,Air conditioning,May 1 - 6,1,5,100.0,4.49,
Tiny home in Cortez,Tiny home,Cortez,US,Canyon Hideout Bungalow,,May 1 - 6,1,5,179.0,5.0,
Place to stay in Wapwallopen,Place to stay,Wapwallopen,US,"Peaceful, authentic, rustic log cabin in the woods",Air conditioning,May 4 - 9,4,5,132.0,4.98,
Cottage in Crozet,Cottage,Crozet,US,Idyllic Cottage Retreat,,May 1 - 6,1,5,188.0,4.86,
Cabin in Leicester,Cabin,Leicester,US,Cabin Kisa,,May 1 - 6,1,5,106.0,5.0,
Cabin in Robbinsville,Cabin,Robbinsville,US,Mountain Dream gorgeous view with hot tub,Jacuzzi,May 1 - 6,1,5,190.0,4.96,
Apartment in Kissimmee,Apartment,Kissimmee,US,Special Offer Storey Lake 2Bedr 2Bath Free Waterpark BE307,,May 1 - 6,1,5,134.0,4.79,
Cabin in Leicester,Cabin,Leicester,US,Cabin Kisa,,May 1 - 6,1,5,106.0,5.0,
Cabin in Robbinsville,Cabin,Robbinsville,US,Mountain Dream gorgeous view with hot tub,Jacuzzi,May 1 - 6,1,5,190.0,4.96,
Apartment in Kissimmee,Apartment,Kissimmee,US,Special Offer Storey Lake 2Bedr 2Bath Free Waterpark BE307,,May 1 - 6,1,5,134.0,4.79,
Cabin in Lancing,Cabin,Lancing,US,Creekside Cabin at Shady Grove Farm,,May 1 - 6,1,5,90.0,4.97,
Villa in Las Vegas,Villa,Las Vegas,US,"Vegas Villa-Heated Pool, Indoor Jacuzzi, Billiards","Pool, Jacuzzi, Air conditioning",May 1 - 6,1,5,668.0,4.93,
Villa in Miramar,Villa,Miramar,US,Modern Retreat with King Bed-Heated Pool-and Grill,Pool,May 1 - 6,1,5,494.0,5.0,
Apartment in Santa Monica,Apartment,Santa Monica,US,Venice Canals Sanctuary,,May 1 - 6,1,5,374.0,4.93,
Cabin in Sevierville,Cabin,Sevierville,US,Sugar Bear Hollow,,May 1 - 6,1,5,219.0,4.96,
Guesthouse in Phoenix,Guesthouse,Phoenix,US,Studio B,,May 1 - 6,1,5,111.0,4.95,
Tiny home in Desert Hot Springs,Tiny home,Desert Hot Springs,US,Rock Reign Ranch,,May 1 - 6,1,5,132.0,4.92,
Guest suite in Sedona,Guest suite,Sedona,US,"Sedona Sunset Jewel, Amazing Views, Pool",Pool,May 1 - 6,1,5,209.0,5.0,
Condo in Kissimmee,Condo,Kissimmee,US,10 mins to Disney-Hot tub-Queen Puffy Lux bed,Jacuzzi,May 2 - 7,2,5,213.0,4.82,
Apartment in Fernandina Beach,Apartment,Fernandina Beach,US,Largest 1 Bed 2 bath in Amelia Surf & Racquet Club,Air conditioning,May 1 - 6,1,5,306.0,,
Condo in Panama City Beach,Condo,Panama City Beach,US,300 STEPS TO THE BEACH-BEST 1 BEDROOM DEAL IN TOWN,Air conditioning,May 1 - 6,1,5,169.0,4.68,
Room in New York,Room,New York,US,Private room(s) in a Renovated Manhattan Townhouse,,May 1 - 6,1,5,259.0,4.94,
Condo in Miami,Condo,Miami,US,Luxurious brickell apartment 38thfloor ocean view,Ocean view,May 1 - 6,1,5,239.0,4.69,
Loft in Chicago,Loft,Chicago,US,"Lakeview Loft-Vintage Chicago, Modern Amenities",,May 1 - 6,1,5,126.0,4.96,
Cottage in Kissimmee,Cottage,Kissimmee,US,"JU Super Duper Tiny House, 15 minutes to Disney",,May 1 - 6,1,5,98.0,4.95,
Apartment in Orlando,Apartment,Orlando,US,Excellent suite to enjoy near Disney.,,May 1 - 6,1,5,90.0,4.71,
Home in DeFuniak Springs,Home,DeFuniak Springs,US,On Juniper Lake w/Boat Dock Near 30A!,,May 1 - 6,1,5,113.0,4.79,
Condo in Hilton Head Island,Condo,Hilton Head Island,US,Ocean Front Resort - King bed,Ocean front,May 1 - 6,1,5,184.0,4.93,
Cabin in Forks,Cabin,Forks,US,Cozy riverside/rain forest cabin ~ Bogie Bungalow,,May 3 - 8,3,5,143.0,4.96,
Condo in Fort Walton Beach,Condo,Fort Walton Beach,US,Ft Walton cozy condo w/ on-site pool. Near beaches,"Pool, Air conditioning",May 1 - 6,1,5,145.0,4.73,
Apartment in Sarasota,Apartment,Sarasota,US,Private Bay area home !,,May 1 - 6,1,5,117.0,4.67,
Cabin in Kanab,Cabin,Kanab,US,Altitude Adjustment,,May 10 - 15,10,5,208.0,4.98,
Room in Los Angeles,Room,Los Angeles,US,Private Room in Elegant French Gothic Home,,May 1 - 6,1,5,114.0,4.87,
Room in Carlisle,Room,Carlisle,US,Stuart Manor Bed and Breakfast,,May 1 - 6,1,5,223.0,5.0,
Condo in Pensacola,Condo,Pensacola,US,The Beach Couldn't Be Any Closer!,Air conditioning,May 1 - 6,1,5,260.0,4.9,
Apartment in Richmond,Apartment,Richmond,US,Point Richmond Top Floor Studio with Bay views,,May 1 - 6,1,5,153.0,4.95,
Guest suite in Trinidad,Guest suite,Trinidad,US,Cottage by the Sea,,May 1 - 6,1,5,138.0,4.92,
Home in Kissimmee,Home,Kissimmee,US,House by the Mouse: Something for Everyone!,,May 19 - 24,19,5,250.0,4.89,
Apartment in Houston,Apartment,Houston,US,King Suite/Sky Lounge/Luxurious Experience.,,May 1 - 6,1,5,108.0,4.85,
Cabin in Sevierville,Cabin,Sevierville,US,Few days left in May,,May 1 - 6,1,5,286.0,4.98,
Cabin in Fountain Green,Cabin,Fountain Green,US,"Cozy Private Mountain Cabin on 1,000 acre property",Air conditioning,May 1 - 6,1,5,186.0,4.96,
Room in New York,Room,New York,US,"Lovely Private Room-Manhattan, 70s-Upper East Side",,May 1 - 6,1,5,199.0,4.93,
Cottage in Islamorada,Cottage,Islamorada,US,1 BD PRIVATE HOUSEBOAT/ COTTAGE TARPON,,May 1 - 6,1,5,229.0,4.85,
Home in Michigan City,Home,Michigan City,US,Sugar Babe Beach Retreat with Hot Tub!,"Jacuzzi, Air conditioning",May 1 - 6,1,5,160.0,4.95,
Hotel in Kissimmee,Hotel,Kissimmee,US,Modern room in boutique hotel near amusement parks,,May 1 - 6,1,5,64.0,4.81,
Condo in Mary Esther,Condo,Mary Esther,US,"Kayaks adventure, Dock, Pool, WiFi Courtyard view.","Pool, Wi-Fi",May 1 - 6,1,5,112.0,4.72,
Apartment in Los Angeles,Apartment,Los Angeles,US,Historic Venice Apt 1/2 blocks to beach+parking,"Parking, Air conditioning",May 1 - 6,1,5,222.0,4.94,
Guesthouse in Greensboro,Guesthouse,Greensboro,US,A charmer!Great spot near downtown.,,May 1 - 6,1,5,81.0,4.97,
Apartment in Hallandale Beach,Apartment,Hallandale Beach,US,Beachfront Apartment,"Ocean front, Air conditioning",May 1 - 6,1,5,170.0,4.43,
Apartment in Galveston,Apartment,Galveston,US,Beach Front Condo In Casa Del Mar,Air conditioning,May 1 - 6,1,5,122.0,4.72,
Guesthouse in Carrollton,Guesthouse,Carrollton,US,The Cooper Cottage | Guesthouse,,May 1 - 6,1,5,91.0,5.0,
Cabin in Wofford Heights,Cabin,Wofford Heights,US,Tillie Creek Retreat: a Creekside Oasis,,May 1 - 6,1,5,145.0,4.85,
Home in Phoenix,Home,Phoenix,US,New* Desert Moon* HeartofPhoenix,,May 1 - 6,1,5,112.0,4.78,
Cottage in Mackinaw City,Cottage,Mackinaw City,US,Private Mackinaw City Beach Cottage ~ Bridge view,Air conditioning,May 23 - 28,23,5,355.0,4.91,
Guest suite in Cave Creek,Guest suite,Cave Creek,US,Room With The Views,,May 1 - 6,1,5,127.0,4.99,
Home in Venice,Home,Venice,US,Venice Getaway,,May 1 - 6,1,5,159.0,5.0,
Cabin in Weaverville,Cabin,Weaverville,US,Reems Creek Mountain Cabin,,May 9 - 14,9,5,237.0,5.0,
Condo in Panama City Beach,Condo,Panama City Beach,US,Beachfront~Amazing Views~Walkable to Walmart/Shops,"Ocean front, Air conditioning",May 1 - 7,1,5,184.0,4.96,
Condo in Miami,Condo,Miami,US,Lovely 1 bed condo with pool/wifi free parking,"Pool, Wi-Fi, Parking",May 1 - 6,1,5,149.0,4.92,
Cabin in Petrolia,Cabin,Petrolia,US,"The Lost Coast Tower, Petrolia",,May 1 - 6,1,5,225.0,4.92,
Apartment in New York,Apartment,New York,US,THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES,,May 1 - 6,1,5,276.0,4.89,
Guesthouse in Los Angeles,Guesthouse,Los Angeles,US,Private Loft In the Hollywood Hills (by Universal),,May 1 - 6,1,5,132.0,4.87,
Apartment in New York,Apartment,New York,US,"Location, location, location!",,May 1 - 6,1,5,260.0,5.0,
Guesthouse in Dallas,Guesthouse,Dallas,US,Ravinia Bungalow,,May 1 - 6,1,5,105.0,4.96,
Home in Holden Beach,Home,Holden Beach,US,Egret ~ Beachfront Cottage (pet-Friendly),"Ocean front, Air conditioning",May 4 - 9,4,5,248.0,4.93,
