property_name,property_type,amenity_text,amenities_found,amenity_count,date,start_month,start_day,end_month,end_day,price_in_dollar,review_and_rating,rating,review,location,city,country
"Home in Atouguia da Baleia, Portugal",Home,"Spectacular view of Supertubos beach, Peniche",[],0,Oct 1 - 6,Oct,1,Oct,6,126.0,4.82 (34),4.82,34.0,"Atouguia da Baleia, Portugal",Atouguia da Baleia,Portugal
"Home in Bad Sankt Leonhard im Lavanttal, Austria",Home,1A chalet resting crickets + hiking with indoor sauna,['Sauna'],1,Jun 22 - 27,Jun,22,Jun,27,123.0,4.67 (110),4.67,110.0,"Bad Sankt Leonhard im Lavanttal, Austria",Bad Sankt Leonhard im Lavanttal,Austria
"Vacation home in Punta Prima, Spain",Vacation home,Beachfront apartment with perfect seaview,['Ocean front'],1,Jun 1 - 6,Jun,1,Jun,6,231.0,4.85 (204),4.85,204.0,"Punta Prima, Spain",Punta Prima,Spain
"Treehouse in Verson, France",Treehouse,2 Cabins perched above a pond!,[],0,Jun 4 - 10,Jun,4,Jun,10,98.0,4.91 (68),4.91,68.0,"Verson, France",Verson,France
"Home in Vaiano, Italy",Home,Casale La Quercia - Tuscany country house,[],0,Jun 21 - 26,Jun,21,Jun,26,111.0,4.94 (530),4.94,530.0,"Vaiano, Italy",Vaiano,Italy
"Cottage in Boscastle, UK",Cottage,"A Boscastle barn, rustic simplicity stunning views",[],0,Jun 11 - 16,Jun,11,Jun,16,141.0,5.0 (9),5.0,9.0,"Boscastle, UK",Boscastle,UK
"Cabin in County Wicklow, Ireland",Cabin,House with breathtaking views!,[],0,Jul 16 - 21,Jul,16,Jul,21,222.0,4.97 (104),4.97,104.0,"County Wicklow, Ireland",County Wicklow,Ireland
"Home in Las Negras, Spain",Home,La Casita de Las Negras,[],0,Jun 14 - 19,Jun,14,Jun,19,370.0,4.85 (26),4.85,26.0,"Las Negras, Spain",Las Negras,Spain
"Cabin in Serrazone, Italy",Cabin,King's Windmill - A little house in the woods,[],0,Jul 21 - 26,Jul,21,Jul,26,111.0,4.54 (201),4.54,201.0,"Serrazone, Italy",Serrazone,Italy
"Lighthouse in Ploemeur, France",Lighthouse,Q3 BNB Premium Residence - The Engineering Tower,[],0,Jun 5 - 10,Jun,5,Jun,10,147.0,4.8 (10),4.8,10.0,"Ploemeur, France",Ploemeur,France
"Cabin in Bridge of Earn, UK",Cabin,"The Haven Hut, warm, cosy and cute.",[],0,Jun 30 - Jul 5,Jun,30,Jul,5,64.0,4.67 (9),4.67,9.0,"Bridge of Earn, UK",Bridge of Earn,UK
"Campsite in Rif, Iceland",Campsite,Washitsu.Casa camper Parking place w/house access,['Parking'],1,Jun 1 - 6,Jun,1,Jun,6,16.0,,,,"Rif, Iceland",Rif,Iceland
"Shepherd’s hut in County Durham, UK",Shepherd’s hut,Ben's hat,[],0,Jun 18 - 23,Jun,18,Jun,23,82.0,4.92 (356),4.92,356.0,"County Durham, UK",County Durham,UK
"Room in Wien, Austria",Room,Central luxury /Hauptbahnhof,[],0,Sep 17 - 22,Sep,17,Sep,22,92.0,5.0 (9),5.0,9.0,"Wien, Austria",Wien,Austria
"Treehouse in Mons, France",Treehouse,Delightful rustic treehouse,[],0,Jun 1 - 6,Jun,1,Jun,6,42.0,4.67 (9),4.67,9.0,"Mons, France",Mons,France
"Condo in Roviano, Italy",Condo,Apartment-Mansarda Vista Castello,[],0,Jun 8 - 13,Jun,8,Jun,13,61.0,5.0 (8),5.0,8.0,"Roviano, Italy",Roviano,Italy
"Home in Jumilhac-le-Grand, France",Home,Bettyjems Stage Refuge,[],0,Jun 21 - 28,Jun,21,Jun,28,20.0,,,,"Jumilhac-le-Grand, France",Jumilhac-le-Grand,France
"Cabin in Rosenthal-Bielatal, Germany",Cabin,Mountain hut in the Elbe sandstone with log cabin sauna,['Sauna'],1,Jun 4 - 9,Jun,4,Jun,9,98.0,4.78 (169),4.78,169.0,"Rosenthal-Bielatal, Germany",Rosenthal-Bielatal,Germany
"Hut in Wolfegg, Germany",Hut,"Shepherd's hut ""Wolkakkrazer"" near Wolfegg",[],0,Jul 2 - 7,Jul,2,Jul,7,57.0,4.88 (220),4.88,220.0,"Wolfegg, Germany",Wolfegg,Germany
"Dome in Atzeneta del Maestrat, Spain",Dome,Private domed Copula @ Free Spirit horse refuge,[],0,Jun 1 - 6,Jun,1,Jun,6,63.0,4.61 (154),4.61,154.0,"Atzeneta del Maestrat, Spain",Atzeneta del Maestrat,Spain
"Home in Taktikoupoli, Greece",Home,Levanda Home,[],0,Oct 10 - 17,Oct,10,Oct,17,73.0,4.91 (147),4.91,147.0,"Taktikoupoli, Greece",Taktikoupoli,Greece
"Apartment in Le Relecq-Kerhuon, France",Apartment,Face à la mer Brestoise,[],0,Jun 1 - 6,Jun,1,Jun,6,87.0,New,,,"Le Relecq-Kerhuon, France",Le Relecq-Kerhuon,France
"Nature lodge in Fethiye, Turkey",Nature lodge,DEEP OCEAN BUNGALOWS-PANORAMIC &DOUBLE &HALF BOARD,[],0,Jun 5 - 10,Jun,5,Jun,10,115.0,4.91 (75),4.91,75.0,"Fethiye, Turkey",Fethiye,Turkey
"Chalet in Covilhã, Portugal",Chalet,Xitaca do Pula,[],0,Jun 11 - 17,Jun,11,Jun,17,78.0,4.95 (203),4.95,203.0,"Covilhã, Portugal",Covilhã,Portugal
"Apartment in Abram, Greece",Apartment,Infinity Abram,[],0,Jun 1 - 7,Jun,1,Jun,7,61.0,4.57 (44),4.57,44.0,"Abram, Greece",Abram,Greece
"Room in Halsham, UK",Room,King bedroom in historic house with garden access,[],0,Jun 4 - 9,Jun,4,Jun,9,92.0,4.96 (24),4.96,24.0,"Halsham, UK",Halsham,UK
"Vacation home in Rocchetta Nervina, Italy",Vacation home,The Loggia,[],0,Jun 2 - 7,Jun,2,Jun,7,169.0,4.85 (61),4.85,61.0,"Rocchetta Nervina, Italy",Rocchetta Nervina,Italy
"Home in Cernobbio, Italy",Home,Ca' Roncate,[],0,Oct 24 - 31,Oct,24,Oct,31,127.0,4.9 (378),4.9,378.0,"Cernobbio, Italy",Cernobbio,Italy
"Camper/RV in Wettringen, Germany",Camper/RV,Trailer Paradise Ivonete _unwind,[],0,Jun 10 - 15,Jun,10,Jun,15,46.0,4.97 (71),4.97,71.0,"Wettringen, Germany",Wettringen,Germany
"Home in Otívar, Spain",Home,"Views to the valley, Wi-Fi, Air-Con, terrace,",['Wi-Fi'],1,Jun 11 - 18,Jun,11,Jun,18,79.0,4.88 (140),4.88,140.0,"Otívar, Spain",Otívar,Spain
"Home in Castelmezzano, Italy",Home,Casa del Mago - Castelmezzano,[],0,Jun 12 - 17,Jun,12,Jun,17,93.0,4.78 (100),4.78,100.0,"Castelmezzano, Italy",Castelmezzano,Italy
"Windmill in Atouguia da Baleia, Portugal",Windmill,Moinho do Sr. Arnaldo - Big Windmill at Peniche,[],0,Jun 19 - 26,Jun,19,Jun,26,196.0,4.85 (13),4.85,13.0,"Atouguia da Baleia, Portugal",Atouguia da Baleia,Portugal
"Earthen home in La Canourgue, France",Earthen home,canopy house,[],0,Jun 27 - Jul 2,Jun,27,Jul,2,81.0,4.81 (212),4.81,212.0,"La Canourgue, France",La Canourgue,France
"Home in Dinami, Italy",Home,Panucci's house- halfway between the sea and mountain,[],0,Jun 1 - 6,Jun,1,Jun,6,25.0,4.98 (245),4.98,245.0,"Dinami, Italy",Dinami,Italy
"Cottage in Crossdoney, Ireland",Cottage,Peacock House,[],0,Jun 11 - 17,Jun,11,Jun,17,80.0,,,,"Crossdoney, Ireland",Crossdoney,Ireland
"Villa in Abiansemal, Indonesia",Villa,"Aura House 2bds Eco Bamboo House, Pool, River View",['Pool'],1,Jan 9 - 14,Jan,9,Jan,14,513.0,4.87 (209),4.87,209.0,"Abiansemal, Indonesia",Abiansemal,Indonesia
"Hut in Balian Beach, Indonesia",Hut,BALIAN TREEHOUSE w beautiful pool,['Pool'],1,Jun 21 - 26,Jun,21,Jun,26,117.0,4.85 (287),4.85,287.0,"Balian Beach, Indonesia",Balian Beach,Indonesia
"Hut in Ubud, Indonesia",Hut,Bali Bamboo House | Rescape Ubud - Relief Villa,[],0,Oct 29 - Nov 3,Oct,29,Nov,3,171.0,4.79 (164),4.79,164.0,"Ubud, Indonesia",Ubud,Indonesia
"Villa in Ubud, Indonesia",Villa,❣️Romantic Staycation-PrivateSunset Pool@megananda,['Pool'],1,Nov 18 - 23,Nov,18,Nov,23,111.0,4.92 (388),4.92,388.0,"Ubud, Indonesia",Ubud,Indonesia
"Cabin in Tampaksiring, Indonesia",Cabin,Dome - Bamboo Villa in Eco Six Bali,[],0,Jul 4 - 9,Jul,4,Jul,9,420.0,4.87 (85),4.87,85.0,"Tampaksiring, Indonesia",Tampaksiring,Indonesia
"Treehouse in Balamban, Philippines",Treehouse,Treehouse De Valentine,[],0,Jun 15 - 20,Jun,15,Jun,20,255.0,4.91 (147),4.91,147.0,"Balamban, Philippines",Balamban,Philippines
"Villa in Tampaksiring, Indonesia",Villa,Luxury 5 BDR Resort w/ Gym & Ricefield View,[],0,Sep 12 - 17,Sep,12,Sep,17,506.0,4.78 (101),4.78,101.0,"Tampaksiring, Indonesia",Tampaksiring,Indonesia
"Island in El Nido, Philippines",Island,"Exclusive Private Island + Brother Island, El Nido",[],0,Jun 1 - 6,Jun,1,Jun,6,469.0,4.82 (131),4.82,131.0,"El Nido, Philippines",El Nido,Philippines
"Room in Chom Phon, Thailand",Room,15min walk to MRT Private room for 3 Free Brekkie.,[],0,Jun 24 - 29,Jun,24,Jun,29,31.0,4.9 (255),4.9,255.0,"Chom Phon, Thailand",Chom Phon,Thailand
"Villa in Kecamatan Ubud, Indonesia",Villa,Elegant & luxurious 3 BR villa rice-fields pano,[],0,Jun 21 - 26,Jun,21,Jun,26,322.0,4.65 (94),4.65,94.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Villa in Tabanan, Indonesia",Villa,Exclusive Beach Villa - Balian Beach,[],0,Jun 1 - 6,Jun,1,Jun,6,240.0,4.8 (105),4.8,105.0,"Tabanan, Indonesia",Tabanan,Indonesia
"Villa in Singaraja, Indonesia",Villa,"180° VIEW, PRIVATE POOL VILLA..",['Pool'],1,Jun 11 - 16,Jun,11,Jun,16,206.0,4.93 (355),4.93,355.0,"Singaraja, Indonesia",Singaraja,Indonesia
"Apartment in Phuket, Thailand, Thailand",Apartment,White Breeze Pool 1BD Apartment,['Pool'],1,Jun 4 - 10,Jun,4,Jun,10,64.0,4.69 (112),4.69,112.0,"Phuket, Thailand, Thailand","Phuket, Thailand",Thailand
"Villa in Nusa Ceningan, Indonesia",Villa,Beautiful villa on the edge of BLUE LAGOON,[],0,Jun 1 - 6,Jun,1,Jun,6,264.0,4.83 (1239),4.83,1239.0,"Nusa Ceningan, Indonesia",Nusa Ceningan,Indonesia
"Villa in Kecamatan Ubud, Indonesia",Villa,Intimate Private Pool Villas in Ubud center,['Pool'],1,Jun 7 - 12,Jun,7,Jun,12,209.0,4.89 (223),4.89,223.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Hut in Kecamatan Ubud, Indonesia",Hut,50% OFF | Ipian Cinta with Private Pool jacuzzi,"['Jacuzzi', 'Pool']",2,Oct 28 - Nov 2,Oct,28,Nov,2,142.0,4.62 (118),4.62,118.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Villa in Kecamatan Kuta Utara, Indonesia",Villa,Love Nest for honeymooner at best location,[],0,Sep 3 - 8,Sep,3,Sep,8,251.0,4.98 (87),4.98,87.0,"Kecamatan Kuta Utara, Indonesia",Kecamatan Kuta Utara,Indonesia
"Earthen home in Mueang Chiang Mai District, Thailand",Earthen home,Leafy Greens Chiangmai : Mushroom M2,[],0,Jun 13 - 20,Jun,13,Jun,20,22.0,4.87 (210),4.87,210.0,"Mueang Chiang Mai District, Thailand",Mueang Chiang Mai District,Thailand
"Villa in Payangan, Indonesia",Villa,❣️Secluded Getaway Staycation+SunsetPool@megananda,[],0,Nov 6 - 11,Nov,6,Nov,11,111.0,4.89 (364),4.89,364.0,"Payangan, Indonesia",Payangan,Indonesia
"Villa in Ubud, Kabupaten Gianyar, Indonesia",Villa,#3# Beautiful Balinese Villa with Private Pool,['Pool'],1,Nov 12 - 17,Nov,12,Nov,17,137.0,4.91 (434),4.91,434.0,"Ubud, Kabupaten Gianyar, Indonesia","Ubud, Kabupaten Gianyar",Indonesia
"Villa in เกาะพงัน, Thailand",Villa,"Palma Villa, Spectacular Sea View Villa with Pool","['Ocean view', 'Pool']",2,Jul 17 - 22,Jul,17,Jul,22,238.0,5.0 (13),5.0,13.0,"เกาะพงัน, Thailand",เกาะพงัน,Thailand
"Villa in Tegallalang, Indonesia",Villa,Luxurious Private Pool Villa with Garden North of Ubud,['Pool'],1,Oct 14 - 19,Oct,14,Oct,19,126.0,4.92 (166),4.92,166.0,"Tegallalang, Indonesia",Tegallalang,Indonesia
"Tiny home in Kecamatan Ubud, Indonesia",Tiny home,Tiny Tall Haus Ubud Getaway!,[],0,Jun 26 - Jul 1,Jun,26,Jul,1,95.0,4.87 (104),4.87,104.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Bungalow in Ubud, Indonesia",Bungalow,Pondok Prapen -Ubud Center Private Pool Villa,['Pool'],1,Jun 15 - 20,Jun,15,Jun,20,217.0,4.89 (333),4.89,333.0,"Ubud, Indonesia",Ubud,Indonesia
"Villa in Tampaksiring, Indonesia",Villa,Beetle - Bamboo Villa in Eco Six Bali Resort,[],0,Oct 28 - Nov 2,Oct,28,Nov,2,458.0,4.82 (82),4.82,82.0,"Tampaksiring, Indonesia",Tampaksiring,Indonesia
"Home in Ko Samui, Thailand",Home,the naked house,[],0,Jun 5 - 10,Jun,5,Jun,10,205.0,4.88 (183),4.88,183.0,"Ko Samui, Thailand",Ko Samui,Thailand
"Villa in Kamala, Thailand",Villa,"""Villa Sauvage 2 br"" - a magic horizon of coziness",[],0,Jun 6 - 11,Jun,6,Jun,11,122.0,4.57 (115),4.57,115.0,"Kamala, Thailand",Kamala,Thailand
"Home in Mabini, Philippines",Home,Bathing Private Exclusive Cottage,[],0,Jun 12 - 17,Jun,12,Jun,17,183.0,4.91 (181),4.91,181.0,"Mabini, Philippines",Mabini,Philippines
"Hut in Abiansemal, Indonesia",Hut,Zen Hideaway #3 - ultimate Wabi-sabi experiences,[],0,Jul 30 - Aug 4,Jul,30,Aug,4,235.0,4.8 (372),4.8,372.0,"Abiansemal, Indonesia",Abiansemal,Indonesia
"Tiny home in Cavinti, Philippines",Tiny home,"Explore, Experience, Enjoy T-HOUSE Lakestaycation!",[],0,Jun 2 - 7,Jun,2,Jun,7,39.0,4.43 (160),4.43,160.0,"Cavinti, Philippines",Cavinti,Philippines
"Hut in Tampaksiring, Indonesia",Hut,Hidden Bamboo Bali,[],0,Nov 8 - 13,Nov,8,Nov,13,136.0,4.91 (161),4.91,161.0,"Tampaksiring, Indonesia",Tampaksiring,Indonesia
"Room in Kecamatan Denpasar Selatan, Indonesia",Room,Poolside room in large villa. 5 minutes to beach.,[],0,Aug 10 - 16,Aug,10,Aug,16,34.0,5.0 (37),5.0,37.0,"Kecamatan Denpasar Selatan, Indonesia",Kecamatan Denpasar Selatan,Indonesia
"Room in Bangkok, Thailand",Room,Ba hao Residence x MAITRI CHIT ROOM,[],0,Aug 15 - 20,Aug,15,Aug,20,96.0,4.93 (431),4.93,431.0,"Bangkok, Thailand",Bangkok,Thailand
"Boutique hotel in Ko Samui, Thailand",Boutique hotel,Pool Villa by Humble,['Pool'],1,Jun 15 - 20,Jun,15,Jun,20,63.0,4.93 (105),4.93,105.0,"Ko Samui, Thailand",Ko Samui,Thailand
"Apartment in Muang Pattaya, Thailand",Apartment,[VR] 2BR High Skyline Ocean View @ Pattaya,['Ocean view'],1,Jun 5 - 10,Jun,5,Jun,10,136.0,4.69 (85),4.69,85.0,"Muang Pattaya, Thailand",Muang Pattaya,Thailand
"Home in Kuta, Indonesia",Home,Villa Seminyak 1 Bedroom 10 Mins to Beach,[],0,Jun 11 - 16,Jun,11,Jun,16,69.0,4.67 (340),4.67,340.0,"Kuta, Indonesia",Kuta,Indonesia
"Villa in Ko Lanta District, Thailand",Villa,"DEEPSPACE villa X1 ,Secret Address on Quiet Beach",[],0,Jun 6 - 11,Jun,6,Jun,11,164.0,4.7 (47),4.7,47.0,"Ko Lanta District, Thailand",Ko Lanta District,Thailand
"Place to stay in Balian Beach, Indonesia",Place to stay,BALIAN TREEHOUSE 2 - with private pool,['Pool'],1,Jul 21 - 28,Jul,21,Jul,28,131.0,4.89 (140),4.89,140.0,"Balian Beach, Indonesia",Balian Beach,Indonesia
"Villa in Thành phố Hội An, Vietnam",Villa,Private pool two bedroom villa - villa the cow,['Pool'],1,Jun 3 - 8,Jun,3,Jun,8,97.0,4.8 (124),4.8,124.0,"Thành phố Hội An, Vietnam",Thành phố Hội An,Vietnam
"Apartment in 清迈, Thailand",Apartment,清迈 The Astra Condo长康路无边泳池豪华公寓古城夜市边Chang Khlan road,[],0,Jun 12 - 17,Jun,12,Jun,17,33.0,4.68 (158),4.68,158.0,"清迈, Thailand",清迈,Thailand
"Place to stay in Thành phố Hội An, Vietnam",Place to stay,Garden view twin room with breakfast-Ngan Phu,[],0,Jun 10 - 17,Jun,10,Jun,17,24.0,4.85 (255),4.85,255.0,"Thành phố Hội An, Vietnam",Thành phố Hội An,Vietnam
"Room in Sidemen, Indonesia",Room,Heritage of Art Villa Iseh in Sidemen East Bali,[],0,Jun 1 - 6,Jun,1,Jun,6,154.0,4.89 (111),4.89,111.0,"Sidemen, Indonesia",Sidemen,Indonesia
"Apartment in Tambon Patong, Thailand",Apartment,One-Bedroom Suite in Patong Beach,[],0,Jun 9 - 14,Jun,9,Jun,14,49.0,4.73 (67),4.73,67.0,"Tambon Patong, Thailand",Tambon Patong,Thailand
"Condo in Khet Watthana, Thailand",Condo,"【CENTRAL STUDIO】0-min BTS ASOK, FAST WIFI, NETFLIX",['Wi-Fi'],1,Jun 1 - 6,Jun,1,Jun,6,58.0,4.74 (252),4.74,252.0,"Khet Watthana, Thailand",Khet Watthana,Thailand
"Villa in Koh Yao Noi, Thailand",Villa,"Eagles Nest, Luxury Villa, Koh Yao Noi",[],0,Jun 1 - 6,Jun,1,Jun,6,986.0,4.95 (43),4.95,43.0,"Koh Yao Noi, Thailand",Koh Yao Noi,Thailand
"Hotel room in Thành phố Hội An, Vietnam",Hotel room,FIG TREE BOUTIQUE VILLA,[],0,Jun 1 - 6,Jun,1,Jun,6,30.0,4.83 (92),4.83,92.0,"Thành phố Hội An, Vietnam",Thành phố Hội An,Vietnam
"Earthen home in Ao nang, Thailand",Earthen home,Seaview Bedrock Home,[],0,Jun 1 - 6,Jun,1,Jun,6,131.0,4.8 (35),4.8,35.0,"Ao nang, Thailand",Ao nang,Thailand
"Villa in Langkawi, Malaysia",Villa,Alamanda Tropical Wooden Villa - Pool View,['Pool'],1,Jun 15 - 20,Jun,15,Jun,20,97.0,4.87 (196),4.87,196.0,"Langkawi, Malaysia",Langkawi,Malaysia
"Villa in Koh Lanta Island, Thailand",Villa,Perch Villa - Clifftop villa spectacular sea view,['Ocean view'],1,Jun 6 - 11,Jun,6,Jun,11,162.0,4.94 (71),4.94,71.0,"Koh Lanta Island, Thailand",Koh Lanta Island,Thailand
"Guesthouse in Kecamatan Kuta Utara, Indonesia",Guesthouse,Tropical Private Room Canggu 3 by Rios Guest House,[],0,Aug 4 - 11,Aug,4,Aug,11,33.0,4.86 (7),4.86,7.0,"Kecamatan Kuta Utara, Indonesia",Kecamatan Kuta Utara,Indonesia
"Villa in Rayong, Thailand",Villa,"Luxury Beach Front Pool Villa, Phuphatara Rayong",['Pool'],1,Jun 6 - 11,Jun,6,Jun,11,359.0,4.68 (85),4.68,85.0,"Rayong, Thailand",Rayong,Thailand
"Cottage in Lamai Beach, Thailand",Cottage,TROPICAL POOL BEACH VILLA III | Beach-Pool-Freedom,['Pool'],1,Jun 3 - 8,Jun,3,Jun,8,142.0,4.92 (25),4.92,25.0,"Lamai Beach, Thailand",Lamai Beach,Thailand
"Cabin in Kecamatan Ubud, Indonesia",Cabin,Samu House. Tropical stay private pool.Adults Only,['Pool'],1,Sep 29 - Oct 4,Sep,29,Oct,4,108.0,4.84 (106),4.84,106.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Villa in Tampaksiring, Indonesia",Villa,Romantic 1br Villa - Ubud Jungle,[],0,Dec 24 - 29,Dec,24,Dec,29,363.0,5.0 (13),5.0,13.0,"Tampaksiring, Indonesia",Tampaksiring,Indonesia
"Treehouse in Tampaksiring, Indonesia",Treehouse,umatreehouse,[],0,Nov 16 - 21,Nov,16,Nov,21,133.0,4.93 (164),4.93,164.0,"Tampaksiring, Indonesia",Tampaksiring,Indonesia
"Treehouse in Ubud, Indonesia",Treehouse,"Promo Price! Magical Treehouse, Stunning Views.",[],0,Aug 23 - 30,Aug,23,Aug,30,280.0,4.78 (528),4.78,528.0,"Ubud, Indonesia",Ubud,Indonesia
"Bungalow in Nusapenida, Indonesia",Bungalow,Tropical Glamping 🌴 Cliff Side Ocean View + Net🐬,['Ocean view'],1,Oct 26 - 31,Oct,26,Oct,31,474.0,4.93 (209),4.93,209.0,"Nusapenida, Indonesia",Nusapenida,Indonesia
"Treehouse in Klungkung, Indonesia",Treehouse,Cliffside Bamboo Treehouse - Private Pool & View,['Pool'],1,Nov 14 - 19,Nov,14,Nov,19,484.0,5.0 (59),5.0,59.0,"Klungkung, Indonesia",Klungkung,Indonesia
"Cabin in Klungkung, Indonesia",Cabin,Dreamy Cliffside Bamboo Villa with Pool and View,['Pool'],1,Nov 5 - 10,Nov,5,Nov,10,484.0,4.98 (58),4.98,58.0,"Klungkung, Indonesia",Klungkung,Indonesia
"Cottage in Ubud, Indonesia",Cottage,25%OFF! Romantic Honeymoon Escape in Ubud Paradise,[],0,Jun 28 - Jul 3,Jun,28,Jul,3,117.0,4.77 (219),4.77,219.0,"Ubud, Indonesia",Ubud,Indonesia
"Resort in Nusa Lembongan,, Indonesia",Resort,Acala Lembongan-Deluxe Suite Sea View,['Ocean view'],1,Oct 6 - 11,Oct,6,Oct,11,92.0,4.63 (51),4.63,51.0,"Nusa Lembongan,, Indonesia","Nusa Lembongan,",Indonesia
"Villa in Ubud, Indonesia",Villa,NEW 5BR Luxury Villa in Ubud: Pool and Jungle View,['Pool'],1,Jun 20 - 25,Jun,20,Jun,25,451.0,New,,,"Ubud, Indonesia",Ubud,Indonesia
"Treehouse in Kabupaten Buleleng, Indonesia",Treehouse,Seaside Designer Treehouse ~ Stunning Views ~ Pool,['Pool'],1,Jun 13 - 18,Jun,13,Jun,18,121.0,4.75 (4),4.75,4.0,"Kabupaten Buleleng, Indonesia",Kabupaten Buleleng,Indonesia
"Room in Kabupaten Buleleng, Indonesia",Room,private villa with infinity pool hill and sea view,"['Ocean view', 'Pool']",2,Oct 6 - 11,Oct,6,Oct,11,53.0,4.8 (35),4.8,35.0,"Kabupaten Buleleng, Indonesia",Kabupaten Buleleng,Indonesia
"Hut in Ubud, Indonesia",Hut,50% OFF | Ipian Jiwa Eco Bamboo Uniquely Escape,[],0,Oct 11 - 16,Oct,11,Oct,16,89.0,4.67 (128),4.67,128.0,"Ubud, Indonesia",Ubud,Indonesia
"Villa in Bacnotan, La Union, Philippines",Villa,"Private Modern Beachfront Villa: Pool, Sunset View","['Ocean front', 'Pool']",2,Jun 28 - Jul 3,Jun,28,Jul,3,628.0,5.0 (15),5.0,15.0,"Bacnotan, La Union, Philippines","Bacnotan, La Union",Philippines
"Villa in Lian, Philippines",Villa,SoftLaunch IbizaInspiredBeachfrontVilla inBatangas,[],0,Jul 2 - 7,Jul,2,Jul,7,473.0,4.91 (11),4.91,11.0,"Lian, Philippines",Lian,Philippines
"Hotel in Kecamatan Ubud, Indonesia",Hotel,Stunning Room Near Ubud Market - Outdoor Pool!!,['Pool'],1,Sep 14 - 20,Sep,14,Sep,20,44.0,4.78 (358),4.78,358.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Hotel in Tambon Ratsada, Thailand",Hotel,Hotel Room with Private Plunge Pool Siray Bay#2,['Pool'],1,Jun 13 - 18,Jun,13,Jun,18,71.0,5.0 (13),5.0,13.0,"Tambon Ratsada, Thailand",Tambon Ratsada,Thailand
"Guest suite in Bingin Beach, Indonesia",Guest suite,Suite 2 - Beachfront Luxury Suite on Bingin Beach,['Ocean front'],1,Oct 16 - 21,Oct,16,Oct,21,267.0,4.93 (96),4.93,96.0,"Bingin Beach, Indonesia",Bingin Beach,Indonesia
"Loft in Seminyak, Indonesia",Loft,TROPICAL - DESIGNER LOFT - Seminyak,[],0,Sep 26 - Oct 1,Sep,26,Oct,1,220.0,4.98 (113),4.98,113.0,"Seminyak, Indonesia",Seminyak,Indonesia
"Treehouse in Klungkung, Indonesia",Treehouse,3 Bdr - The Dream Cliffside Bamboo Villa By Avana,[],0,Aug 3 - 8,Aug,3,Aug,8,913.0,4.97 (30),4.97,30.0,"Klungkung, Indonesia",Klungkung,Indonesia
"Villa in Kecamatan Ubud, Indonesia",Villa,Madara Ubud Villas,[],0,Aug 2 - 7,Aug,2,Aug,7,194.0,4.83 (129),4.83,129.0,"Kecamatan Ubud, Indonesia",Kecamatan Ubud,Indonesia
"Shipping container in Tambon Bo Put, Thailand",Shipping container,New 2BR+2Bath Eco Home,[],0,Jul 24 - 29,Jul,24,Jul,29,53.0,4.73 (11),4.73,11.0,"Tambon Bo Put, Thailand",Tambon Bo Put,Thailand
"Place to stay in Penebel, Indonesia",Place to stay,Le Aiken Xperience - Unique Bamboo House,[],0,Aug 30 - Sep 4,Aug,30,Sep,4,252.0,4.69 (94),4.69,94.0,"Penebel, Indonesia",Penebel,Indonesia
"Home in Kecamatan Tampaksiring, Indonesia",Home,Six-Bamboo Villa in Eco Six Bali Resort,[],0,Sep 30 - Oct 6,Sep,30,Oct,6,458.0,5.0 (5),5.0,5.0,"Kecamatan Tampaksiring, Indonesia",Kecamatan Tampaksiring,Indonesia
"Home in Kecamatan Kuta Selatan, Indonesia",Home,One-Bedroom Villa Suite Deluxe,[],0,Sep 24 - 29,Sep,24,Sep,29,229.0,4.95 (20),4.95,20.0,"Kecamatan Kuta Selatan, Indonesia",Kecamatan Kuta Selatan,Indonesia
"Treehouse in Tegallalang, Indonesia",Treehouse,Enchanted Hobbit Treehouse Nestled in the Jungle,[],0,Oct 17 - 24,Oct,17,Oct,24,207.0,4.92 (117),4.92,117.0,"Tegallalang, Indonesia",Tegallalang,Indonesia
"Home in Tegallalang, Indonesia",Home,Romantic hideaway for two,[],0,Oct 25 - 30,Oct,25,Oct,30,33.0,4.97 (229),4.97,229.0,"Tegallalang, Indonesia",Tegallalang,Indonesia
"Apartment in Nasugbu, Philippines",Apartment,PICO DE LORO ( Santorini Vibe),[],0,Jun 25 - 30,Jun,25,Jun,30,112.0,4.88 (16),4.88,16.0,"Nasugbu, Philippines",Nasugbu,Philippines
"Villa in Kecamatan Tampaksiring, Indonesia",Villa,*NEW* Lovely New 3BR Villa Stunning Jungle View,[],0,Sep 12 - 17,Sep,12,Sep,17,381.0,4.7 (69),4.7,69.0,"Kecamatan Tampaksiring, Indonesia",Kecamatan Tampaksiring,Indonesia
"Villa in South Kuta, Indonesia",Villa,Nalu Bingin - 1 Bedroom Villa,[],0,Sep 25 - 30,Sep,25,Sep,30,202.0,5.0 (5),5.0,5.0,"South Kuta, Indonesia",South Kuta,Indonesia
